INFO 2021-06-29 05:54:17,205 daemon Exiting due to SIGINT
WARNING 2021-06-29 07:37:31,474 judge_handler Authentication failure: ('172.17.0.2', 38256)
INFO 2021-06-29 07:37:31,484 judge_handler Judge disconnected from: ('172.17.0.2', 38256) with name None
INFO 2021-06-29 07:37:41,161 judge_handler Judge connected from: ('113.169.222.240', 42544)
WARNING 2021-06-29 07:37:41,177 judge_handler Authentication failure: ('113.169.222.240', 42544)
INFO 2021-06-29 07:37:41,178 judge_handler Judge disconnected from: ('113.169.222.240', 42544) with name None
INFO 2021-06-29 07:38:06,197 judge_handler Judge connected from: ('66.42.48.198', 47516)
WARNING 2021-06-29 07:38:06,257 judge_handler Authentication failure: ('66.42.48.198', 47516)
INFO 2021-06-29 07:38:06,257 judge_handler Judge disconnected from: ('66.42.48.198', 47516) with name None
INFO 2021-06-29 07:38:31,575 judge_handler Judge connected from: ('172.17.0.2', 38326)
WARNING 2021-06-29 07:38:31,589 judge_handler Authentication failure: ('172.17.0.2', 38326)
INFO 2021-06-29 07:38:31,594 judge_handler Judge disconnected from: ('172.17.0.2', 38326) with name None
INFO 2021-06-29 07:38:47,896 judge_handler Judge connected from: ('113.169.222.240', 42546)
WARNING 2021-06-29 07:38:47,944 judge_handler Authentication failure: ('113.169.222.240', 42546)
INFO 2021-06-29 07:38:47,945 judge_handler Judge disconnected from: ('113.169.222.240', 42546) with name None
INFO 2021-06-29 07:39:06,758 judge_handler Judge connected from: ('66.42.48.198', 47518)
WARNING 2021-06-29 07:39:06,832 judge_handler Authentication failure: ('66.42.48.198', 47518)
INFO 2021-06-29 07:39:06,833 judge_handler Judge disconnected from: ('66.42.48.198', 47518) with name None
INFO 2021-06-29 07:39:54,679 judge_handler Judge connected from: ('113.169.222.240', 42548)
WARNING 2021-06-29 07:39:54,711 judge_handler Authentication failure: ('113.169.222.240', 42548)
INFO 2021-06-29 07:39:54,713 judge_handler Judge disconnected from: ('113.169.222.240', 42548) with name None
INFO 2021-06-29 07:40:07,018 judge_handler Judge connected from: ('66.42.48.198', 47520)
WARNING 2021-06-29 07:40:07,384 judge_handler Authentication failure: ('66.42.48.198', 47520)
INFO 2021-06-29 07:40:07,385 judge_handler Judge disconnected from: ('66.42.48.198', 47520) with name None
INFO 2021-06-29 07:40:25,221 judge_handler Judge connected from: ('172.17.0.2', 38364)
INFO 2021-06-29 07:40:25,243 judge_handler Judge authenticated: ('172.17.0.2', 38364) (Vịt Con)
INFO 2021-06-29 07:41:01,463 judge_handler Judge connected from: ('113.169.222.240', 42550)
WARNING 2021-06-29 07:41:01,480 judge_handler Authentication failure: ('113.169.222.240', 42550)
INFO 2021-06-29 07:41:01,480 judge_handler Judge disconnected from: ('113.169.222.240', 42550) with name None
INFO 2021-06-29 07:41:56,374 judge_handler Judge connected from: ('66.42.48.198', 47528)
INFO 2021-06-29 07:41:56,444 judge_handler Judge authenticated: ('66.42.48.198', 47528) (Vịt Sống Ảo)
INFO 2021-06-29 07:42:08,097 judge_handler Judge connected from: ('113.169.222.240', 42552)
WARNING 2021-06-29 07:42:08,114 judge_handler Authentication failure: ('113.169.222.240', 42552)
INFO 2021-06-29 07:42:08,115 judge_handler Judge disconnected from: ('113.169.222.240', 42552) with name None
INFO 2021-06-29 07:43:03,673 judge_handler Vịt Sống Ảo: Updated problem list
INFO 2021-06-29 07:43:03,691 judge_handler Vịt Sống Ảo: Updated problem list
INFO 2021-06-29 07:43:09,029 judge_handler Vịt Con: Updated problem list
INFO 2021-06-29 07:43:09,040 judge_handler Vịt Con: Updated problem list
INFO 2021-06-29 07:44:37,932 judge_handler Judge connected from: ('113.169.222.240', 42558)
INFO 2021-06-29 07:44:37,953 judge_handler Judge authenticated: ('113.169.222.240', 42558) (Vịt Toàn Năng)
INFO 2021-06-29 07:45:42,918 judge_list Free judges: 3
INFO 2021-06-29 07:45:42,923 judge_list Dispatched submission 20 to: Vịt Sống Ảo
INFO 2021-06-29 07:45:43,083 judge_handler Submission acknowledged: 20
INFO 2021-06-29 07:45:44,111 judge_handler Vịt Sống Ảo: Submission generated compiler messages: 20
INFO 2021-06-29 07:45:44,122 judge_handler Vịt Sống Ảo: Grading has begun on: 20
INFO 2021-06-29 07:45:46,990 judge_handler Vịt Sống Ảo: 1 test case(s) completed on: 20
INFO 2021-06-29 07:45:47,009 judge_handler Vịt Sống Ảo: Batch began on: 20
INFO 2021-06-29 07:45:48,105 judge_handler Vịt Sống Ảo: 1 test case(s) completed on: 20
INFO 2021-06-29 07:45:48,846 judge_handler Vịt Sống Ảo: 1 test case(s) completed on: 20
INFO 2021-06-29 07:45:49,848 judge_handler Vịt Sống Ảo: 1 test case(s) completed on: 20
INFO 2021-06-29 07:45:50,607 judge_handler Vịt Sống Ảo: 1 test case(s) completed on: 20
INFO 2021-06-29 07:45:51,385 judge_handler Vịt Sống Ảo: 1 test case(s) completed on: 20
INFO 2021-06-29 07:45:51,399 judge_handler Vịt Sống Ảo: Batch ended on: 20
INFO 2021-06-29 07:45:51,406 judge_handler Vịt Sống Ảo: Batch began on: 20
INFO 2021-06-29 07:45:52,352 judge_handler Vịt Sống Ảo: 1 test case(s) completed on: 20
INFO 2021-06-29 07:45:53,351 judge_handler Vịt Sống Ảo: 1 test case(s) completed on: 20
INFO 2021-06-29 07:45:54,120 judge_handler Vịt Sống Ảo: 1 test case(s) completed on: 20
INFO 2021-06-29 07:45:55,110 judge_handler Vịt Sống Ảo: 1 test case(s) completed on: 20
INFO 2021-06-29 07:45:55,820 judge_handler Vịt Sống Ảo: 1 test case(s) completed on: 20
INFO 2021-06-29 07:45:55,831 judge_handler Vịt Sống Ảo: Batch ended on: 20
INFO 2021-06-29 07:45:55,832 judge_handler Vịt Sống Ảo: Grading has ended on: 20
INFO 2021-06-29 07:45:55,832 judge_list Judge available after grading 20: Vịt Sống Ảo
